ccid,name,sex,age,channel_id,mobile,province,city,id
CU17023781254693,酆女士,女,21,100000004,18315407392,台湾省,方正县,230604199706211719
CU17026143962850,萧先生,男,51,100000005,18565974028,贵州省,行唐县,440514199408202486
CU17013178245390,平小姐,女,29,100000007,18013245867,上海市,肇源县,610828200605112913
CU17018860791243,姚女士,女,54,100000000,18618950734,天津市,康保县,610481199607091783
CU17019091753482,酆小姐,女,59,100000005,13569701283,贵州省,双滦区,431102196902131296
CU17018471563809,谢先生,男,30,100000001,17636871402,青海省,大宁县,220284198908192779
CU17025835096274,熊小姐,女,50,100000005,13616084972,湖北省,内蒙古自治区,430611194008171526
CU17026805327641,金小姐,女,35,100000006,18598654731,浙江省,成安县,53262319630921209X
CU17015027563498,柏女士,女,28,100000000,15550189243,江苏省,大连市,360601193211022982
CU17015713260945,臧小姐,女,37,100000000,15138597104,山西省,翁牛特旗,52272719350131190X
CU17018097251683,喻小姐,女,60,100000005,17230891652,湖北省,扎赉特旗,350925200403292322
CU17023396057128,史先生,男,49,100000002,18484902576,河南省,郊区,130701193805282175
CU17024063482195,袁先生,男,44,100000009,15626734815,四川省,朝阳市,152527196909251665
CU17024201649873,柳先生,男,50,100000003,18556742031,青海省,宁城县,430527199911182186
CU17020786301429,水小姐,女,53,100000007,18532549108,山东省,南岔区,53032219760903284X
CU17025075264913,祁先生,男,60,100000005,18640239581,海南省,沧县,611025198907261803
CU17012405293718,周先生,男,30,100000003,13812789460,西藏自治区,科尔沁右翼中旗,451202196411092856
CU17020897256341,鲁女士,女,31,100000008,18669328540,黑龙江省,开原市,331121199008161112
CU17023807543129,祁女士,女,33,100000001,18223814506,陕西省,九原区,53250419560325101X
CU17028350962784,窦女士,女,31,100000000,17736519280,河北省,郊区,331081200609302302
CU17025635218947,苗女士,女,39,100000000,13751367240,甘肃省,伊春市,320582200607111532
CU17017024361589,曹女士,女,24,100000008,13249163287,湖北省,红桥区,341702198212041242
CU17014409185273,水先生,男,40,100000003,15158032417,海南省,千山区,54010120110924143X
CU17015680739142,冯小姐,女,41,100000007,15913689452,宁夏回族自治区,巴彦县,350925198803311112
CU17017034912867,祁小姐,女,37,100000001,18814920856,山西省,蓟州区,130822196302271085
CU17013978450612,屈女士,女,46,100000003,18840271958,海南省,丰镇市,370921198709172802
CU17024946815023,严女士,女,25,100000001,13374321598,台湾省,临漳县,53233120031011235X
CU17022317286549,喻女士,女,59,100000006,18630982746,湖北省,北票市,430726198102051526
CU17026238751964,施先生,男,26,100000000,13808917546,新疆维吾尔自治区,河曲县,211003199006222829
CU17016219340658,于小姐,女,56,100000009,18060517943,贵州省,肥乡区,620923200306211363
CU17025472830956,方小姐,女,21,100000008,15594821760,重庆市,台安县,370982200101092222
CU17014672893450,韦小姐,女,44,100000009,18882140357,浙江省,东丰县,131003197104291305
CU17028035798426,施女士,女,41,100000001,13006429851,云南省,康保县,54233119700430102X
CU17019963418702,米小姐,女,25,100000002,14775182304,香港特别行政区,农安县,341203195608081132
CU17016978461023,华先生,男,41,100000002,18723481057,重庆市,汾阳市,210402195001182249
CU17014514360827,贝先生,男,44,100000007,13583249076,陕西省,阿尔山市,130627200908121925
CU17013807215394,昌小姐,女,37,100000004,13813972640,澳门特别行政区,兴和县,370901196309202122
CU17011398245716,严女士,女,32,100000005,13165302984,河南省,郊区,140428201004201085
CU17021741039528,郑小姐,女,55,100000000,15975948206,上海市,洪洞县,130302198601232985
CU17013072349865,姚女士,女,29,100000000,18570593621,安徽省,扎赉诺尔区,331021196203102332
CU17016230694157,吴女士,女,59,100000006,18623561809,湖北省,庄河市,52060219930416245X
CU17011084617259,郎女士,女,41,100000004,15146238195,北京市,永吉县,230506194305231469
CU17011819204576,汪小姐,女,27,100000001,17745210837,黑龙江省,大洼区,371326196909092912
CU17020315068274,施先生,男,41,100000007,17517853694,香港特别行政区,临猗县,51200119600621235X
CU17022058472136,李小姐,女,47,100000002,18407625843,安徽省,襄垣县,410928198003202536
CU17020486375290,毛先生,男,30,100000000,18556187249,内蒙古自治区,道外区,150421200209022235
CU17019256804371,尹先生,男,30,100000000,18884169350,台湾省,黎城县,620321194111131283
CU17016087162935,卜女士,女,59,100000002,15892386470,陕西省,陈巴尔虎旗,320803197910032662
CU17016864217039,毛先生,男,34,100000002,17790758642,天津市,巴林左旗,54222519470421256X
CU17023854201736,谈女士,女,22,100000007,17636829150,湖南省,清水河县,610323193104151993
CU17022654923801,奚小姐,女,36,100000007,17781634527,江西省,铁东区,451101197705131066
CU17014015684273,酆先生,男,47,100000009,17956173942,河北省,宁江区,51130119821102274X
CU17025908637145,凤先生,男,25,100000008,18435180927,天津市,昆都仑区,440114198007211586
CU17023265301487,酆女士,女,32,100000000,17786312754,浙江省,通辽市,350104194310272312
CU17017401756239,苏女士,女,60,100000003,13648326519,江西省,乾安县,410425194107162366
CU17018498761305,康小姐,女,33,100000007,18372591608,香港特别行政区,科尔沁区,210502194308011529
CU17015650872193,张先生,男,40,100000003,15356043792,北京市,大兴区,450901198805131986
CU17027041865793,潘先生,男,59,100000002,18616703458,广西壮族自治区,平山县,440507199204122766
CU17020345890276,齐先生,男,54,100000008,18729475183,河南省,廊坊市,53038119830525226X
CU17012573410869,陶小姐,女,56,100000002,18619870253,四川省,衡水市,230231200801092919
CU17014169472083,窦女士,女,28,100000008,18657106423,广西壮族自治区,红桥区,652301200804033003
CU17023031584962,昌先生,男,22,100000004,13643186205,宁夏回族自治区,阿拉善右旗,230229194103021919
CU17012538946172,朱小姐,女,36,100000002,13152671390,北京市,临江市,370521197805022672
CU17017193254708,孙小姐,女,40,100000005,18151093846,澳门特别行政区,萨尔图区,150521196207142525
CU17011705916342,尹女士,女,42,100000005,18823547106,广东省,凉城县,320412200306202182
CU17023271954683,何女士,女,29,100000003,15189563270,湖南省,新绛县,210213197407182919
CU17017537162098,尤小姐,女,28,100000007,18639647105,辽宁省,延寿县,320402200608232562
CU17022594821607,邵女士,女,49,100000006,18762130594,海南省,河西区,445281198501212516
CU17021029341657,柏女士,女,44,100000002,15367430259,海南省,汾西县,610728197701262723
CU17023064218395,茅小姐,女,37,100000006,17195743108,山东省,行唐县,53082919560913136X
CU17027809543261,祝小姐,女,54,100000008,13787035642,辽宁省,饶阳县,210203197304022239
CU17024436795012,成小姐,女,44,100000006,15820598461,吉林省,望花区,131182199703012395
CU17021573168209,戚先生,男,51,100000001,18002173695,海南省,河东区,451422198506182406
CU17012682490357,谈女士,女,49,100000008,15962931807,广西壮族自治区,鞍山市,469026194802052146
CU17022163724950,伏小姐,女,45,100000000,18553970642,福建省,平陆县,440301196003162116
CU17017072463815,云小姐,女,40,100000006,13268041725,湖北省,辽阳市,231182196204052149
CU17015531069872,严小姐,女,51,100000008,15970395821,海南省,达尔罕茂明安联合旗,321023193202241422
CU17022127869504,姚女士,女,20,100000001,18431902785,辽宁省,方正县,441502196908121406
CU17023703689241,萧小姐,女,60,100000007,18762950471,安徽省,工农区,54012419820911192X
CU17025843750219,张先生,男,45,100000007,13017926850,重庆市,原平市,340303194005072712
CU17020947816205,尤先生,男,37,100000002,13905437698,香港特别行政区,海州区,610629195702162403
CU17020841769032,章小姐,女,51,100000008,17261785290,山东省,克什克腾旗,620103193307151513
CU17013028359674,卞先生,男,43,100000002,18895481326,广东省,汪清县,361101194403092552
CU17016486572903,王女士,女,38,100000004,13576980412,江苏省,赵县,360825196102272282
CU17028529106478,王女士,女,47,100000005,17161975248,山西省,乌拉特后旗,350801200402112832
CU17014593814706,秦小姐,女,22,100000008,18859048612,北京市,大石桥市,371202193811261692
CU17019964370125,韦女士,女,49,100000009,15647526980,宁夏回族自治区,山海关区,653125196906252483
CU17026815293046,花先生,男,43,100000006,18021359748,内蒙古自治区,抚宁区,341103196406142272
CU17017286053471,韩小姐,女,43,100000009,18858013479,新疆维吾尔自治区,石景山区,51130319810223231X
CU17028624738901,宋小姐,女,60,100000006,13862810943,辽宁省,赵县,360825193810012032
CU17015527416039,何女士,女,58,100000002,15649362580,重庆市,四方台区,370501195002241902
CU17025749063281,任先生,男,32,100000008,18736812954,山东省,宁城县,360424197307183002
CU17026254608793,姜先生,男,60,100000000,13764598037,安徽省,集贤县,51132219920329111X
CU17012275138064,柏小姐,女,57,100000006,17429476351,天津市,桃城区,632522194203091933
CU17019963108752,和先生,男,24,100000006,14791402765,天津市,通化县,131182200611032515
CU17021704218593,郎女士,女,50,100000005,15385197024,云南省,和顺县,150581198502252855
CU17011673829105,孟小姐,女,42,100000000,18546025937,上海市,平山区,51130319410106100X
CU17022364982507,安先生,男,35,100000009,18831608947,湖南省,浑南区,610114199810282723
CU17014402631758,潘女士,女,49,100000006,15968705421,上海市,建平县,371625200303232322
CU17011058637142,酆女士,女,32,100000003,15196420875,福建省,山海关区,420113197008152966
CU17014920576483,赵女士,女,48,100000002,18652678034,陕西省,丰南区,52032119680816191X
CU17022419620385,戚小姐,女,52,100000004,18485723604,贵州省,巴彦淖尔市,371101195808241752
CU17028459206713,倪女士,女,54,100000005,18795283167,重庆市,阿拉善左旗,320706196006231802
CU17016082539467,岑小姐,女,38,100000003,13421940738,上海市,阜城县,440701201002141806
CU17013904172563,庞先生,男,32,100000005,18513207645,江西省,栾城区,411301194609062386
CU17027256807149,汤先生,男,41,100000006,18036409721,青海省,雄县,222404195006152599
CU17021504278196,汤小姐,女,60,100000008,18419504382,河北省,甘南县,430203194910102996
CU17015405819763,薛小姐,女,39,100000002,17527903164,北京市,普兰店区,469001193107052886
CU17019218067594,吕先生,男,50,100000009,18635604971,广西壮族自治区,梨树区,430802194908031216
CU17025048157239,臧小姐,女,22,100000007,18835496780,西藏自治区,郊区,220881201112272329
CU17017301756294,罗女士,女,25,100000004,15987312654,海南省,宽城满族自治县,230306201207131439
CU17015502638194,祝小姐,女,22,100000003,13742019765,天津市,唐县,152221197907031045
CU17011028467319,冯先生,男,46,100000008,17854637082,江西省,前郭尔罗斯蒙古族自治县,640501200402111203
CU17014950716382,任先生,男,59,100000005,15619468025,黑龙江省,磴口县,430103197801082466
CU17025361058249,姚小姐,女,23,100000001,17535270498,四川省,奈曼旗,411528196312172536
CU17018023871695,郝女士,女,25,100000006,15329517340,安徽省,喀喇沁旗,411503196608171946
CU17016835091764,任小姐,女,26,100000002,18201864532,浙江省,永和县,431229194201121956
CU17016314627809,宋先生,男,33,100000002,18750873142,黑龙江省,邱县,130582193811081725
CU17017794183256,昌女士,女,47,100000001,15384021596,山西省,灵丘县,320921199609072252
CU17012428679135,尹先生,男,46,100000002,18930715248,广西壮族自治区,双阳区,610125193812102813
CU17014523746180,冯女士,女,42,100000003,17361208749,湖北省,通化市,450302193408311216
CU17020726045139,陶先生,男,37,100000009,14731042678,西藏自治区,辽宁省,360281201304102162
CU17028132475069,雷先生,男,50,100000006,15806279845,江西省,平陆县,620524195303232773
CU17024049521836,华女士,女,41,100000003,18801459273,内蒙古自治区,本溪满族自治县,230822200811092339
CU17017154798263,邵先生,男,21,100000006,13874518063,湖北省,于洪区,340124199810291522
CU17023315702689,许小姐,女,27,100000006,18828576934,湖南省,带岭区,630224198612252263
CU17011398260517,郝小姐,女,41,100000004,18539186420,福建省,左云县,441401198907092416
CU17014260941783,卜女士,女,42,100000007,13402493158,内蒙古自治区,敦化市,451401195704181486
CU17028278315604,郎女士,女,33,100000000,18218059467,天津市,长安区,450103199011262946
CU17017014356897,舒先生,男,22,100000009,17935697182,宁夏回族自治区,镇赉县,430624199405031186
CU17024714053286,堪女士,女,51,100000008,13469275301,上海市,杏花岭区,340506195512031622
CU17017786504129,狄女士,女,54,100000007,18018672345,辽宁省,科尔沁右翼中旗,620825195811032843
CU17024930864152,施小姐,女,47,100000002,18941807693,青海省,方山县,53052319790928288X
CU17023692310745,顾先生,男,60,100000005,18659807421,云南省,满城区,320206193408072992
CU17020420561879,潘小姐,女,42,100000002,18905184239,上海市,滦平县,150626198902151615
CU17016613207485,平小姐,女,29,100000003,13003569487,澳门特别行政区,通河县,140421193402201425
CU17014680219574,吴先生,男,26,100000009,17965490318,湖南省,扎鲁特旗,53082319810618201X
CU17024791623580,倪女士,女,41,100000008,18531780652,甘肃省,白山市,440802195201152946
CU17020298617354,王女士,女,38,100000006,13069735048,河北省,乌马河区,421123194702282386
CU17021073281594,常女士,女,26,100000002,17348159372,上海市,沈阳市,152224195605111085
CU17025452176930,邵先生,男,22,100000008,17241720956,宁夏回族自治区,安平县,410927193204262296
CU17023802794631,窦小姐,女,49,100000005,13971426503,黑龙江省,高阳县,140401196709171135
CU17015358960124,贺小姐,女,33,100000003,18716850394,青海省,鲅鱼圈区,450403193212291786
CU17027473910862,计小姐,女,59,100000001,17284592063,广东省,房山区,130303198909232505
CU17026346190587,庞女士,女,52,100000004,13252061937,福建省,锡林浩特市,610824193306292073
CU17020280935764,吕女士,女,33,100000001,13348973201,北京市,运城市,430521196405141616
CU17025276148095,潘女士,女,32,100000001,18023547910,北京市,五台县,53293220080821294X
CU17012095731628,汪小姐,女,27,100000005,13512704956,湖南省,海港区,610302198612092213
CU17022783091465,岑先生,男,30,100000005,15613692758,河北省,故城县,150103197208222725
CU17024593078241,孟女士,女,35,100000003,18563495120,吉林省,四子王旗,421121196003131986
CU17020749312605,齐女士,女,31,100000006,13064823105,浙江省,海淀区,371402196112131952
CU17013657024981,昌女士,女,42,100000005,18680216954,云南省,太子河区,430521195908231326
CU17028261504789,毕小姐,女,50,100000001,17304761359,天津市,滦南县,341101193304252202
CU17028749615028,邬女士,女,48,100000007,17310537962,黑龙江省,卢龙县,52020319470509283X
CU17021418697532,沈先生,男,22,100000003,18224750396,江西省,丰润区,350902196808311232
CU17027941032856,米女士,女,52,100000006,18918052476,北京市,矿区,220822198912212419
CU17011769405821,马先生,男,38,100000009,17945183209,云南省,南郊区,430421198104182526
CU17023184096732,任女士,女,27,100000001,15731074285,陕西省,元氏县,450802193110102216
CU17015971423508,任小姐,女,47,100000002,17932407698,上海市,扎兰屯市,52262719530417145X
CU17022912468530,邹女士,女,42,100000007,15095806723,山东省,固安县,150925198202032175
CU17016573496280,许小姐,女,44,100000009,14735810749,福建省,曲周县,310110196111171652
CU17016679085134,李女士,女,48,100000006,15061784239,福建省,兴隆台区,130733196705121925
CU17014654021987,褚先生,男,20,100000006,13228045916,香港特别行政区,古塔区,451323193312131806
CU17027419357026,苗小姐,女,43,100000004,17512035984,广西壮族自治区,葫芦岛市,140429200510121895
CU17025894360275,毕小姐,女,23,100000002,18650328167,黑龙江省,四平市,610301200802262193
CU17024946582701,费先生,男,28,100000004,15835719620,陕西省,应县,53310219750803273X
CU17026321956047,杨女士,女,44,100000005,13268392047,宁夏回族自治区,尖山区,370304195410182482
CU17021295348610,章女士,女,34,100000006,17369034871,黑龙江省,榆树市,350681198804051072
CU17017296847501,酆小姐,女,48,100000008,18739718625,广东省,河北区,51072620081220250X
CU17011371254980,喻女士,女,22,100000002,13649570312,山西省,阳城县,640424197807081943
CU17025840953271,邹小姐,女,32,100000009,18769342075,浙江省,运城市,610922195812181883
CU17015836012475,汪女士,女,36,100000003,17316928754,宁夏回族自治区,天津市,450501200004181026
CU17015824061597,冯小姐,女,35,100000007,13418490726,台湾省,巴彦县,622922194005182853
CU17025219506473,元先生,男,41,100000002,18881602439,陕西省,和平区,450621200309042236
CU17011168243957,熊小姐,女,58,100000003,18038479152,云南省,河北省,220781200406172709
CU17017650273914,毕小姐,女,47,100000008,17138567249,山东省,静乐县,220722195701281729
CU17028830659472,尹先生,男,24,100000006,14772584069,江西省,兴山区,330301196806131542
CU17016538417092,狄先生,男,22,100000006,18705469281,重庆市,乌拉特后旗,220701195106033009
CU17013426035819,董小姐,女,40,100000004,15973015826,重庆市,迁安市,450405197310212176
CU17024497038615,余先生,男,53,100000005,18018675234,四川省,海南区,230601197704021199
CU17024923586701,苗先生,男,60,100000009,15238270694,台湾省,北镇市,441624197611142586
CU17019937625084,卞小姐,女,31,100000002,13817643820,澳门特别行政区,汾阳市,54262119440826186X
CU17017921305684,齐小姐,女,21,100000008,13249163750,台湾省,尖草坪区,620825199506052423
CU17022014362879,陈先生,男,58,100000006,15747056812,青海省,和顺县,210782198405222189
CU17019124609538,臧先生,男,24,100000007,13805742986,天津市,金山屯区,430981200505052036
CU17022429570186,舒女士,女,32,100000007,15243271089,河北省,北辰区,210404193212101839
CU17024605147938,赵先生,男,34,100000007,13253246107,重庆市,稷山县,460108199401192286
CU17021082439756,郑先生,男,37,100000001,18735708946,河北省,阜新蒙古族自治县,152223197705171065
CU17014738025961,皮先生,男,60,100000007,18772691538,香港特别行政区,巴林右旗,320509196008071952
CU17015948135706,何女士,女,33,100000009,14726375019,西藏自治区,龙凤区,450703197404271206
CU17011915768024,韦女士,女,35,100000001,13476452398,黑龙江省,杭锦旗,350212195010022022
CU17023759431608,褚女士,女,46,100000000,15576392540,宁夏回族自治区,满城区,350301195012051162
CU17011716920584,吴女士,女,34,100000006,18052496738,黑龙江省,井陉县,130928194203102435
CU17018465831072,酆先生,男,57,100000005,18795768210,安徽省,白城市,140211195305301745
CU17027280751394,殷小姐,女,49,100000000,15365849321,海南省,介休市,53060119751220294X
CU17025637810529,吴女士,女,41,100000000,15014387905,陕西省,大名县,610630198610201093
CU17017695132078,梁小姐,女,34,100000009,17893748510,贵州省,盐湖区,350201195907122942
CU17025509813724,屈先生,男,35,100000005,13865470813,西藏自治区,肥乡区,150525198911261725
CU17021608529341,邹小姐,女,59,100000004,18361205374,新疆维吾尔自治区,廊坊市,632525198307312813
CU17019619478520,褚先生,男,46,100000009,15509735461,贵州省,巴彦县,51152419910309189X
CU17026310452987,冯小姐,女,36,100000002,17147361290,浙江省,河北省,341721196005102562
CU17023813246790,姚先生,男,32,100000006,18954078963,台湾省,陵川县,350128194109172772
CU17017453871069,谈小姐,女,42,100000004,17747681352,辽宁省,汾西县,411528200706042636
CU17020380751492,汤女士,女,55,100000001,17574312058,天津市,赵县,410422196712031716
CU17023296754301,吴女士,女,45,100000008,17286139507,安徽省,通州区,51010819431119134X
CU17021163874290,卞女士,女,38,100000004,17864819750,陕西省,河间市,640121197401112143
CU17026654327901,尹小姐,女,45,100000006,15213470296,黑龙江省,肥乡区,371328198503082472
CU17021463507819,董小姐,女,32,100000008,13841263580,贵州省,繁峙县,440803194009052606
CU17017327098564,戚女士,女,44,100000005,17662914870,福建省,怀来县,440604193505291336
CU17018328654701,卫女士,女,54,100000003,18862409183,上海市,海拉尔区,152528194905042085
CU17025436710952,花女士,女,44,100000002,13483421769,山东省,滴道区,53042119300217186X
CU17011875620134,酆女士,女,32,100000007,18951236978,吉林省,盘锦市,150403195609261265
CU17022346218590,何小姐,女,26,100000008,15224675180,山东省,察哈尔右翼中旗,341721198403021302
CU17011756830924,窦先生,男,35,100000006,18041850936,山西省,康保县,341701196510021452
CU17015306174258,彭小姐,女,54,100000007,17393561847,湖北省,广宗县,230501196802041869
CU17026391764025,周先生,男,26,100000000,18664972580,湖北省,柳河县,623001198011061593
CU17018965410327,戚女士,女,29,100000008,17257310984,宁夏回族自治区,杜尔伯特蒙古族自治县,53062519320731229X
CU17019169847352,郑小姐,女,27,100000009,17236580974,宁夏回族自治区,二连浩特市,230601196212031159
CU17025195084236,费女士,女,31,100000007,15807612538,上海市,丰宁满族自治县,210782197304052449
CU17016907825641,罗先生,男,52,100000008,18560237418,黑龙江省,保定市,652222198110072393
CU17011284536179,尹小姐,女,32,100000009,18562819574,内蒙古自治区,榆次区,130630197803052545
CU17011580417932,范先生,男,29,100000007,15224936157,香港特别行政区,同江市,130621194701162975
CU17021073145682,梁小姐,女,58,100000002,15947195603,重庆市,依安县,341522198205122312
CU17012826395741,庞女士,女,39,100000001,13360872145,江苏省,肇源县,110106194409161595
CU17013375021869,金小姐,女,60,100000008,18531720684,宁夏回族自治区,方正县,230403194812222109
CU17024507921468,郎先生,男,37,100000008,13528369540,安徽省,大安市,420527201304271616
CU17020569724803,韦女士,女,30,100000003,14750612849,新疆维吾尔自治区,磁县,411527196301162616
CU17028497632081,吕女士,女,40,100000000,17435897216,甘肃省,滨海新区,330211193305032322
CU17025913547286,纪小姐,女,30,100000007,18230576148,北京市,泰来县,350981200109022382
CU17026423695017,茅先生,男,42,100000001,15748520167,甘肃省,双辽市,130730199312302075
CU17018670984153,卞女士,女,23,100000002,18913572960,内蒙古自治区,晋州市,51010819320326251X
CU17028491278536,陶小姐,女,43,100000005,17652318609,安徽省,友好区,130681197601192195
CU17028623759840,和女士,女,25,100000002,13343805129,河北省,满城区,340881195508052582
CU17028560983274,周小姐,女,22,100000007,15903968542,香港特别行政区,杭锦后旗,130104199005292385
CU17021062487593,元小姐,女,46,100000003,18930596874,江苏省,红桥区,130926194802282725
CU17016675231084,薛小姐,女,26,100000001,18479024536,湖北省,石拐区,310109196912091942
CU17016472350186,计女士,女,32,100000007,15009413257,西藏自治区,古塔区,52022219861014218X
CU17022610375928,毕先生,男,38,100000009,18965397104,福建省,根河市,652924201302172353
CU17024172308945,贝女士,女,46,100000000,18847168039,山东省,任县,360323199704172522
CU17012035417268,和女士,女,22,100000000,18602731865,西藏自治区,朝阳区,340621193312171932
CU17017180549376,薛小姐,女,24,100000001,15537269051,宁夏回族自治区,喀喇沁左翼蒙古族自治县,51068120091121136X
CU17012158943260,柳女士,女,23,100000007,18587109635,广西壮族自治区,长治市,450903195105221396
CU17027324710896,唐女士,女,25,100000005,17194618237,台湾省,乌海市,211223200604182529
CU17023032548917,郝小姐,女,44,100000003,15724369081,江苏省,鞍山市,53252819811118297X
CU17027301879645,任小姐,女,36,100000005,17982403957,广西壮族自治区,饶阳县,141082196306012145
CU17013954360178,薛先生,男,52,100000002,14787306521,四川省,河津市,53092719600117184X
CU17021870194365,郝女士,女,45,100000000,13584659730,陕西省,宣化区,330703199503061252
CU17018935174280,岑女士,女,20,100000005,15727396510,山东省,通河县,51110119740629101X
CU17022890513247,贺先生,男,37,100000004,18569058234,河南省,镶黄旗,130822196706212955
CU17028869351704,倪先生,男,60,100000003,17627946085,新疆维吾尔自治区,海勃湾区,211401200107051599
CU17023506913284,臧小姐,女,40,100000007,15625048691,黑龙江省,乌兰浩特市,51090119370222101X
CU17018394805762,元女士,女,41,100000000,18859423716,吉林省,龙山区,440222200205261256
CU17027870954236,毛女士,女,33,100000002,13481654792,台湾省,海南区,54222919791208278X
CU17022213769485,施女士,女,29,100000002,15816278439,浙江省,南岔区,340602199512132512
CU17022750324681,邵先生,男,32,100000009,17620598146,重庆市,龙沙区,110101195510141695
CU17024938741652,戚小姐,女,49,100000005,17501842397,宁夏回族自治区,曲沃县,51102419451228294X
CU17016234107869,谈先生,男,32,100000001,18926173908,山东省,大同区,420582198802161886
CU17019104369258,任先生,男,60,100000002,15150819623,广东省,满城区,130107197511232755
CU17020245607183,施先生,男,57,100000006,18741592086,安徽省,公主岭市,130984200602031145
CU17023510649837,汤女士,女,21,100000009,18157860942,山东省,东城区,620521198011151803
CU17016958061324,凤女士,女,24,100000006,18308239546,新疆维吾尔自治区,蓟州区,51323319370816161X
CU17017541978306,卜小姐,女,39,100000000,18082706491,四川省,长治市,632722197703221293
CU17028419082573,柏小姐,女,30,100000006,17802754189,江西省,新民市,640323198407281533
CU17023697023158,毛女士,女,43,100000004,18984976015,重庆市,南宫市,340202193904151782
CU17019795306482,平小姐,女,58,100000008,18928590743,重庆市,洮北区,610628196612181773
CU17011267108395,廉先生,男,27,100000009,13352107934,辽宁省,双桥区,610929195104211473
CU17026610254897,倪小姐,女,28,100000007,13456972318,湖南省,静乐县,130133199509162525
CU17028029413657,薛小姐,女,39,100000003,15907539418,江苏省,宏伟区,450924195806072536
CU17018946281375,黄先生,男,50,100000000,18873960512,吉林省,铁东区,51142120061012104X
CU17015791062438,茅小姐,女,31,100000001,14743168209,河南省,丛台区,51081119300911258X
CU17021234871695,唐小姐,女,21,100000004,13971846235,内蒙古自治区,富裕县,130929194302021265
CU17026925786043,邹先生,男,22,100000001,15104396217,内蒙古自治区,吉县,140581199601071135
CU17020347869210,毛先生,男,51,100000006,15507952384,浙江省,浮山县,150923196412221145
CU17017864052197,朱女士,女,60,100000008,18561203948,浙江省,晋城市,54230119410904187X
CU17024238469051,臧先生,男,44,100000000,18662059734,青海省,岫岩满族自治县,450881200011111726
CU17018274965183,雷女士,女,32,100000008,17596078542,山西省,朝阳市,130435198709061155
CU17025417526938,禹女士,女,59,100000002,15172935480,海南省,盐山县,652828195808121443
CU17022461309278,华先生,男,57,100000001,13452790418,广西壮族自治区,科尔沁区,422828197212251446
CU17025706153428,薛小姐,女,38,100000005,13717390264,浙江省,文圣区,653131197402081213
CU17021831607429,潘小姐,女,37,100000004,15717354829,河北省,忻州市,220881197504302339
CU17022639052741,苏小姐,女,47,100000002,18773940586,海南省,石拐区,140106198504191535
CU17025925684710,苏小姐,女,60,100000006,18293425607,吉林省,长治县,51172420070403290X
CU17016183576042,李小姐,女,39,100000001,15225807469,辽宁省,平山县,420203199705101776
CU17019297604318,钱女士,女,26,100000007,13897510834,广东省,肥乡区,230305194805192419
CU17012690158372,柳女士,女,28,100000003,13889613754,天津市,喀喇沁左翼蒙古族自治县,51072219980614122X
CU17023341275986,花女士,女,46,100000007,18068479501,宁夏回族自治区,五营区,51342319730805199X
CU17024182973064,卫小姐,女,40,100000001,17506452798,西藏自治区,浑南区,230903193903062209
CU17012451370692,董小姐,女,56,100000007,15628675491,台湾省,朔城区,331081193911171092
CU17017504619827,尹女士,女,57,100000008,18682739510,山西省,辽宁省,371002195808102622
CU17026198273046,穆先生,男,36,100000000,18406578912,河北省,克山县,451028194512051276
CU17024296584731,钱先生,男,32,100000005,13879485320,青海省,衡水市,610527201307132583
CU17021825471906,董女士,女,58,100000000,18596872315,广西壮族自治区,东城区,340604200910232952
CU17012617245893,钱女士,女,58,100000005,18715084623,广西壮族自治区,蔚县,340101198708142662
CU17012705624138,汤小姐,女,34,100000006,17941683507,北京市,安平县,140411196104121665
CU17011407923658,酆女士,女,34,100000001,18257426019,山西省,平定县,51170119850623142X
CU17021279865014,唐女士,女,53,100000003,13368914072,宁夏回族自治区,馆陶县,340827198204021912
CU17011325681947,范小姐,女,33,100000004,13051834076,青海省,河北区,610730193608031163
CU17023093524781,鲁女士,女,20,100000005,18408941372,浙江省,通辽市,640101193307281263
CU17026068793524,卜小姐,女,24,100000008,13207436952,甘肃省,浑江区,420324200202172326
CU17024062793185,邹小姐,女,44,100000000,18856129083,浙江省,振安区,611021195212072843
CU17018135689470,张先生,男,21,100000009,15224815796,重庆市,裕华区,130435195208141755
CU17012327950861,施小姐,女,24,100000003,15163104295,内蒙古自治区,井陉矿区,51332119311130219X
CU17013024157689,毛先生,男,48,100000000,18124678013,新疆维吾尔自治区,邯山区,430581197403072796
CU17024643905718,华先生,男,33,100000001,17662483075,安徽省,榆次区,330109193609271792
CU17020059367481,狄女士,女,43,100000007,18689103476,河北省,洮北区,623025200207182363
CU17015593168270,华先生,男,60,100000004,15093581076,新疆维吾尔自治区,友好区,54233019450731102X
CU17014179652084,韩先生,男,32,100000003,15145329061,四川省,库伦旗,330326194210082892
CU17014547369120,卜先生,男,46,100000001,18931608574,北京市,北京市,53018119740609201X
CU17020374825601,郑女士,女,22,100000009,14723674910,西藏自治区,龙井市,130421195009271005
CU17025167435980,俞小姐,女,44,100000002,17253840216,香港特别行政区,额尔古纳市,330110194511142942
CU17016136208749,祝小姐,女,31,100000006,17736750482,澳门特别行政区,双滦区,130434199905142285
CU17018316289750,吕女士,女,41,100000002,15396754108,山东省,绥中县,130705200207012515
CU17013724913650,穆女士,女,25,100000003,13220513674,北京市,永清县,230623200211161049
CU17026047126398,马女士,女,57,100000007,15639652410,香港特别行政区,津南区,130108196609301575
